0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-674.10565,53.166622,-2.8010848,9.117219,1.8398736,-3.591578,-2.6284091,-7.1930256,-8.545288,-6.6556764,-7.1564946,-2.316449,-10.089739,-3.2689588,-0.918668,-8.444696,-9.254119,-5.1028366,-4.3324227,-4.84382,-5.236295,-4.034419,-7.7060604,-3.5465188,-4.558143,-0.04905195,-0.9574411,3.6488824,1.1486485,5.0805645,3.5082207,5.7240148,4.381993,5.39695,3.4659622,2.231964,1.9337986,4.253102,2.3479857,2.266301,calm
-390.477,18.890251,-27.031872,0.8723717,-9.466908,-16.579594,-13.888438,-13.2483225,-9.088617,-0.59835094,-14.074069,-2.6092675,9.437297,1.0392565,4.8897047,5.6854053,8.467116,10.4648075,4.979049,3.4133325,-0.664558,-3.2590487,-2.998885,2.3175645,-0.91730684,1.4299496,-3.9788086,-1.9124926,-0.84966415,1.6803106,-0.5262931,-1.4268262,-3.4130957,1.2751368,0.24869542,2.879872,1.7040718,2.1471694,-0.06291217,3.2425375,fearful
-443.42944,29.981758,-23.440504,3.0224888,-14.731199,-7.9682097,-2.6709795,-13.843132,-2.4567146,-4.553097,-3.8110073,-3.1909873,-7.0461497,-0.7417315,-4.1797066,-0.80607426,0.41734776,2.6405613,1.3202724,3.5437849,1.7734653,0.6422982,-1.1957142,0.3801245,1.252854,3.146246,3.4813738,0.55750173,-1.5163136,-0.92606294,-0.03871236,2.9445865,-0.27949795,1.3526202,1.3698777,0.13701287,-0.786077,1.7984316,0.33202782,1.4736844,angry
-597.00116,31.875103,-8.863414,-1.5280632,-11.072211,-10.690824,-9.458921,-12.621957,-4.4307804,-7.610453,-6.723456,-7.0290422,-3.129621,-1.220213,-3.7304275,-2.664971,-2.331013,-0.77165014,-3.7217002,0.53802717,-1.1549686,0.88735884,-0.16018203,2.3518887,-1.3901006,3.2718406,1.9488897,3.5184531,-0.11656728,0.805457,-0.025311803,1.911843,0.71275127,2.4416637,0.25254554,1.1058375,-1.617094,0.063901745,-0.3331172,0.34993595,surprised
-494.52975,18.056477,-30.07168,-0.7237615,-13.800604,-13.927187,-7.8496547,-15.514229,-8.308817,-4.5681543,-10.636232,-3.09217,-4.921131,3.9138703,-0.9176836,4.67364,12.680529,13.339912,6.635977,3.3762486,-2.148909,-6.668389,-4.076661,0.039096322,-3.0666687,-4.8357654,-3.2135344,-2.8288836,0.4054553,0.17182796,-3.3616853,1.1355796,0.5337745,4.849679,2.0540674,1.9276065,0.6696782,1.0551023,-2.5372634,-2.023801,fearful
-440.9078,33.383163,-8.692478,4.5283694,-10.455301,-11.298502,-4.23206,-10.755426,-9.554723,1.8070232,-9.219636,-3.2875636,-0.88363904,-6.102853,-4.0412917,-6.511432,-4.9637947,-2.4598403,-2.4882662,1.0511825,2.6240695,0.7373238,1.7657136,3.5821488,1.4597467,6.10927,1.5909877,1.6264106,-1.7424873,-0.18663274,0.43520075,1.5122081,-0.66281796,-1.5386592,-2.1740565,0.86313194,0.57953936,1.7033225,0.14632258,1.683235,angry
-583.90643,42.217827,-3.078051,3.3369975,-1.3162714,-7.4023886,-8.949333,-8.416864,-10.623349,-2.164746,-2.1453888,-9.656666,-0.011362123,-4.812361,-2.0136554,-4.848755,-4.4154596,-1.3230119,-4.959784,-4.1313243,-5.0124893,-4.2350225,-5.013318,-1.5688641,-2.2789626,-0.47950572,-0.24945755,0.34735432,-1.075257,0.4229169,-0.0074647903,0.8692726,0.78234464,2.7705874,0.08643379,1.6510143,0.8163964,3.9756515,0.7006084,2.6028464,angry
-697.1783,34.360622,-10.023999,2.2621684,-5.1408863,-3.7022245,-10.11301,-13.919273,-5.329113,-3.9390051,-6.0587635,-4.66779,-3.5296917,-2.4791234,-5.7157836,-5.958169,-5.7426786,-3.7620382,-4.3380914,-3.7374024,-0.14734358,-0.6995122,-2.5817447,0.9782283,-1.452145,-2.4604816,-1.8066655,-1.8155261,-2.1283336,-0.36058387,-1.6617476,1.3588438,1.8380201,4.156906,2.71195,2.2980878,2.067284,2.6106408,0.39380708,1.4429159,surprised
-573.03375,37.523342,-11.291201,2.9337912,0.7447633,-8.744794,-12.030847,-9.77977,-13.10958,-2.824987,-6.0784593,-7.7924204,-1.2011335,-5.007212,-0.7780062,-6.569104,-6.31608,-1.7300974,-6.3739405,-3.7352295,-4.603629,-2.832671,-6.572434,-1.7236706,-3.2224665,3.1130927,0.13849582,5.6856766,1.8152872,4.5144553,4.1537423,7.537743,8.47081,10.011728,8.249507,4.849066,1.55911,0.600279,-1.25026,1.5030776,fearful
-587.2151,44.827526,2.074004,7.1293173,4.032632,0.6488929,0.96753764,-12.488896,-0.35207784,-0.9613565,-3.3735094,-4.9400454,-3.1461675,2.9373481,0.39497384,-2.3480515,1.3295625,2.533604,2.8556192,5.661219,2.3332477,3.9264941,1.6919749,5.805014,2.144562,3.3488324,3.7033691,5.3779364,4.2357254,4.597764,2.5130997,5.9418054,4.5805845,6.7197766,2.0064566,2.809999,1.1905227,3.295066,2.1125362,3.218198,surprised
-553.0785,47.79044,-8.243609,7.8722076,-0.24946925,-0.6615601,-0.024638303,-15.0957985,-2.635334,1.3237264,-4.086614,-6.097185,-0.59512097,2.0652678,0.057844,1.449496,1.7133874,4.2295785,3.9533284,6.4599566,1.6390142,5.321322,2.4451544,5.4804215,2.5660763,5.2307982,3.2487738,3.8082173,1.9228773,3.1891057,0.8402483,3.5277412,2.7468185,3.358227,2.7416584,3.965613,2.4996126,4.211102,3.0479915,3.7877822,surprised
-479.1246,16.361427,-23.063131,-3.9092646,-6.7870154,-13.473051,-18.715889,-12.6709175,-14.898347,-2.5616868,-11.823565,-9.541461,-0.97927463,-7.7557373,-2.811054,-6.836332,-5.932544,7.7802806,7.468982,11.01827,8.955495,8.368731,0.031329814,1.2928371,-1.7741044,2.840337,-4.7287345,2.6941295,-2.5313349,1.2604511,-2.8388655,-3.0309806,-3.836292,0.48754087,-0.16005462,1.038905,0.43620276,1.460131,-1.3081753,-1.1983263,fearful
-491.45468,33.537125,-22.894016,1.3118414,-14.458569,-13.203241,-9.766088,-16.279688,-8.4061985,-5.2869577,-10.154553,-4.6355915,-3.9562502,2.0896335,-3.8269377,-3.4435477,1.374239,1.142409,-0.646137,-1.3831748,1.6133937,-1.777934,-1.101372,3.1523616,-0.19488394,-0.54794246,0.2381325,1.3902086,0.0107398415,1.5367225,-0.016117878,3.3976762,0.17314674,2.5131943,-0.2974951,2.9532986,0.08268765,0.8853183,-1.2987022,0.92667145,surprised
-433.71054,23.460348,-14.926404,-2.2148597,-6.271779,-12.586203,-8.922879,-12.805513,-17.063448,-2.9585307,-7.00088,-9.483854,-3.4631028,-8.134556,-2.581293,-8.070159,-9.419675,-2.4697795,-11.590109,-3.0029223,-4.2478495,-1.8281572,-3.866664,2.4780607,2.287357,5.228847,4.335312,4.5610185,3.295816,4.0443144,2.5954409,1.7151829,-2.6677704,0.5011801,-1.733219,1.1613815,1.1294776,-0.06679921,-2.8129876,0.318597,angry
-573.9299,41.64294,-50.23238,7.408246,-2.8475814,-24.291723,-15.487392,-16.604845,-10.643718,5.517235,-17.061312,-3.2783082,-5.3733773,-9.375659,-2.888036,-9.464942,-6.7881594,-1.2020588,-2.8188891,-5.201837,1.3370829,-1.3212852,-1.1059302,1.1733952,0.12465355,4.4251075,6.2443714,10.142639,5.9757247,5.213561,0.81291276,6.1726866,2.2821538,9.146272,3.6703954,5.320571,0.568792,1.9455658,1.0813833,3.4003875,happy
-600.15063,60.42351,-13.750033,7.8421745,2.7630074,-7.9299407,-1.3145995,-10.243344,-7.6359825,1.0910114,-4.606355,1.6969733,-7.4415236,-3.1373076,0.8583106,-6.110801,-5.012316,-0.12710805,-4.2563176,-1.1434773,-0.34122404,2.3444195,-1.456173,2.6613479,-0.35366803,3.777262,1.2411548,4.588088,3.0586998,6.4650044,3.8311985,3.2034824,2.1670096,5.9870296,3.8918643,4.4429636,3.2463338,5.654599,2.8060918,2.5418925,happy
-668.7458,55.410492,-9.870234,8.890352,-5.384463,-3.2466254,-4.714209,-9.191695,-6.5311093,-1.5827595,-5.251599,-3.7161434,-5.4978647,0.35455516,-5.951034,-3.511504,-4.725511,-2.425874,-5.249233,-2.471066,-1.4833492,-2.692506,-3.531674,-0.49685416,0.23807736,-2.4574666,1.3242707,1.9805479,2.8576412,5.1202393,3.314852,6.9200845,5.6810875,4.440401,2.3834789,1.3213533,-2.4671972,0.13654734,0.2990904,0.41162372,sad
-625.4138,50.351124,-0.10346365,9.324964,-5.05266,-1.2022092,-9.441997,-10.114929,-6.7675557,0.7877248,-6.3939376,-5.310206,1.6811866,-4.5687256,-5.3448577,-2.0719185,-5.418764,-3.2501838,-4.836432,-3.5173995,-2.9078941,-2.55999,-2.2908955,-2.1038072,-2.7731745,0.73616844,-1.5613512,0.9224573,-1.7220317,-2.3357399,-2.759009,0.41523194,-1.7014213,0.73674303,1.0872561,1.8654112,1.4669266,1.9599446,-0.85615146,2.1704783,disgust
-667.4001,59.642807,3.0316894,10.734395,-3.258639,-9.224376,-13.292101,-9.636475,-4.8399014,-2.5742586,-9.710683,-4.0401535,0.121355824,-6.0742965,-2.4972632,-4.8335814,-6.436552,-2.4326334,-5.9156065,-2.5136778,-1.2158093,-0.054607514,-0.47835916,-1.5522538,-1.2993784,-0.6191171,-1.2955909,0.012164754,0.5797635,-1.438968,-2.8701758,-1.7034965,-3.6225796,1.753258,1.3367991,4.271291,2.5652673,2.5425391,0.8267103,1.7963517,sad
-632.8413,51.21267,-12.331495,6.8383837,-8.293319,0.9601437,-9.003005,-12.055547,-3.9691167,-1.251287,-5.335915,-1.2540848,-5.6199727,1.1761234,-5.672439,-2.6000948,-4.4581017,-3.4354587,-5.752226,-1.5121645,-3.7676964,-3.1364646,-4.74406,-0.15192601,-2.273806,-0.4775688,-0.051993124,-0.57785714,-0.24638942,0.08433777,1.2521462,3.1459882,3.3003957,4.645517,2.6815598,2.1633918,-0.69257295,1.0509785,0.5772892,3.5092535,disgust
-595.4007,51.960415,-8.388944,7.897839,-0.44239664,-13.809476,-22.989067,-11.996376,-3.9496813,-1.8608876,-13.484977,-5.7325706,2.2063344,-6.132355,-4.587328,-6.1597333,-6.0841923,-5.006164,-5.5555964,-4.0471272,-2.820818,-1.5514337,-1.746015,1.8849651,2.4441285,6.3325825,6.6298966,5.615021,4.7142897,2.0698068,-2.9204657,-1.0346462,-1.1195002,2.0633726,0.66883034,0.76796734,-1.6628389,1.5953453,-0.7265584,1.9183468,sad
-549.81213,47.06897,-15.313465,-0.7237251,-11.3307085,-5.24344,-13.0134945,-15.76116,-5.324898,-2.7369673,-11.184812,-0.12918532,-9.21057,-3.3963513,-5.288243,-6.4769797,-2.7622275,-4.1405625,-6.278329,-4.4491124,-3.1122189,-7.6127663,-4.2910514,-1.9942675,-5.0674663,2.7848902,1.933732,6.1959023,4.8231874,5.0212965,2.7138743,3.9307594,3.9795556,5.8490314,2.6464117,1.8328182,0.1799588,0.8733868,0.6080373,1.8719769,disgust
-660.486,44.381096,-6.904634,5.1159205,-5.344925,-7.172714,-12.497758,-13.778645,-8.88734,-2.739391,-9.832708,-3.8711176,-8.513406,-0.65818,-5.2633724,-7.2617593,-2.374836,-2.7533014,-6.55544,-1.6346266,-2.2646592,-1.9527962,-0.32297644,5.393613,5.2350583,3.5798352,4.1638393,1.4898582,-0.8068888,-0.032628186,-2.252515,2.466754,-0.58819187,-0.5277202,-3.3635967,0.28334755,-3.19402,-1.2121208,-3.0586977,0.46732897,sad
-573.01886,47.702213,8.315763,9.39464,-1.6831181,-8.62671,-12.220373,-11.266495,-10.968115,2.8155622,-12.174966,-5.5607405,-1.4223807,-6.2745953,-6.7047753,-4.033718,-4.3213134,-4.8538156,-6.532603,-4.1805043,-4.0324626,-5.3744593,-5.3778105,-4.214715,-5.835298,-4.408891,-4.338343,-3.2977657,-4.771406,-1.1895666,-1.4698161,3.6053076,1.5353718,3.4713073,1.3786281,3.1392505,1.1939942,2.7108521,2.3178978,3.185744,disgust
-465.52606,29.992502,-30.15968,-6.868288,-4.9119325,-18.733946,-8.147644,-12.083959,-12.618266,0.47690952,-10.523124,-1.4886171,-5.7513323,-0.33569053,6.1301312,3.9452782,7.115833,9.514678,0.44184628,2.436551,2.1638727,2.8899357,-1.5994645,1.6717056,-1.2668095,2.3875377,2.298196,2.89765,5.5644445,8.070899,7.835576,4.54441,1.547173,2.903265,2.1720314,1.7232001,1.1233219,3.3214455,1.2171688,-1.6843542,happy
-441.92703,20.755121,-47.170673,-3.99528,-4.296935,-25.527172,-18.921124,-12.233521,-10.756468,3.7313976,-11.2838745,4.7141366,13.839013,15.630991,9.53809,-4.182807,-4.0762153,-1.1981176,-3.327381,-1.0113374,3.9636543,0.60183674,2.7015765,8.068953,5.6847095,2.657948,-0.123115025,2.9128404,-2.1602066,2.7817407,-1.1563352,6.1055064,4.404645,6.5461583,3.076452,5.940756,0.81819034,2.0215225,3.6266496,3.9594312,happy
-611.6883,48.34041,-9.135848,0.5064535,0.16699228,-5.486883,-14.307975,-8.173026,-11.207965,-1.1430097,-4.8917975,-9.503978,1.6207777,-8.575641,-0.26333427,-6.0433536,-6.8785863,-0.02193744,-6.389861,-3.6906016,-5.0828404,-3.5581694,-3.9508238,-1.8024106,-5.2752795,-0.3589273,-4.651973,0.534399,-1.3379536,1.4853508,-1.457155,-1.983557,-4.318093,-1.2862897,0.63679224,4.1533074,5.194746,6.967601,4.8544946,6.0336094,disgust
-620.4434,45.245445,-5.3949423,-2.395546,-0.5487358,-2.947953,-9.992216,-17.279068,-12.366996,1.5589324,-4.1875153,-10.534318,0.46663314,-2.8089492,-2.8129025,-7.039956,-2.5913768,-1.9481347,-4.717018,-5.1888895,-4.085982,-2.5635643,-5.268323,-2.6016493,-5.2420897,-2.4336212,-2.9697416,3.7504883,1.3095696,6.14071,2.1614938,2.275415,1.755043,5.847869,8.484892,10.811333,8.567123,7.005091,-1.0748222,0.58463806,sad
-606.6039,40.64186,-11.01061,3.731565,1.4235301,-9.569743,-12.942852,-11.450486,-12.883316,-3.0137217,-5.402592,-6.8831553,0.027019477,-5.065081,0.92856187,-4.5324106,-6.120016,-1.7922398,-4.971718,-3.2071145,-5.353364,-2.1192842,-6.231816,-1.3170292,-5.056077,1.5064448,-1.2225647,4.8569746,5.1716557,7.443099,3.6013634,5.89684,5.426023,9.34113,8.761169,7.619671,2.82325,0.10262002,-2.6009717,1.1890465,sad
-549.16205,40.7147,-17.785736,1.2372398,-3.1537244,-9.215797,-14.716757,-10.040518,-9.627283,-1.097111,-2.6447036,-10.383539,-0.7038332,-8.495582,-0.85103154,-7.299022,-7.2323933,-1.5959485,-6.639142,-4.221466,-5.3377624,-3.6813524,-4.938729,-3.6507668,-5.109706,-2.0017092,-4.705919,-0.21832375,-3.1033952,2.1252744,0.50286204,3.9404511,3.1496103,5.3787594,2.4367394,3.602253,1.7637963,4.549591,2.960059,4.9595237,disgust
-567.49164,42.726265,-1.6550053,5.2047715,1.4081594,0.09729784,-2.9885,-3.1857398,-8.8089485,-5.4979787,-0.51526695,-4.2222686,-3.3359563,-2.507852,-4.500224,-0.9630535,-5.596576,-1.6455296,-4.5110674,-2.770641,-4.8767514,-2.1229374,-4.3652844,-3.646578,-2.2252283,-2.0798333,-3.7011375,-0.919657,-1.9948089,-2.7056262,-0.82602674,-0.6785383,-0.160089,1.5375085,0.9108437,1.7813321,1.0499079,1.5196624,0.7911747,1.5194862,disgust
-611.87286,51.07888,-9.759366,5.891849,7.6773005,0.13502644,-4.7673664,-9.383156,-6.818451,-3.621819,-3.0105145,-5.4269133,-2.0258837,1.1674883,-4.2929077,-0.68682617,-4.93998,-2.552526,-1.9722487,-0.47638512,-2.9232643,-2.2496881,-3.110778,-2.8439586,-2.8109834,-0.6890985,-2.5602639,-2.2703846,-2.4688165,-1.4536988,-2.3010468,-1.4296633,-1.3302169,1.6437953,0.34546316,3.2748857,2.7065873,4.331674,3.3817375,4.3674097,sad
-648.4958,49.664608,0.015855322,11.4898815,7.7586555,1.6387569,-0.42989776,-5.7022724,-5.182212,-5.3296556,-0.4206827,-3.8063784,-3.3797235,1.0442901,-3.727946,0.9508571,-3.904806,-2.620211,-1.4854991,-1.7361552,-4.7840056,-1.7532268,-3.2783906,-0.333935,-3.5429895,-1.0503625,-3.949938,-1.6492743,-2.3488727,-1.0711598,-2.653551,1.204819,-2.5722291,-1.4776504,-3.8838613,-1.4950823,-2.5975041,-0.977671,-2.492057,-2.6312191,sad
-665.14026,40.18155,0.12732492,6.53579,3.7917807,2.2288373,-2.1258423,-7.017364,-5.4816704,-2.691267,0.051374156,-3.831285,-3.8529036,-0.38709763,-1.8038603,-0.713076,-2.1435874,-0.347237,-3.2762458,-1.5175834,-3.9493897,-2.1329584,-1.4208938,-2.0668838,-3.7069528,-1.2198743,-3.3841612,-1.8198338,-2.181846,-1.1636534,-2.5675879,-2.067013,-3.910562,-3.1035726,-2.6840994,-0.7869651,-1.1448954,-0.7510881,-0.97144777,-1.3589801,disgust
-451.84018,48.623047,-11.483981,5.861837,8.803364,-10.313653,-16.78572,-3.5848482,-7.820214,0.055020344,-4.183503,-3.263661,2.8687074,-3.8790271,-0.13371837,1.0032525,-9.958517,1.2648764,-3.2465277,-2.1645534,-4.8728356,-1.4164072,-0.07118666,0.32869178,6.7703233,11.521717,11.503493,14.671143,6.488768,7.926738,3.1508572,5.4111366,1.4376954,6.3035336,4.257914,2.4148893,0.7113039,1.9017683,1.3721038,2.3707871,happy
-547.847,40.49422,-7.278451,0.54897285,-6.6678524,0.91059846,-13.983383,-6.798315,-8.340428,-4.818708,-0.68397784,-6.6309476,-2.2119057,-2.6648734,-7.2936587,0.45555246,-8.119935,-1.504304,0.075414024,-4.741402,-4.0725875,-1.0290177,-2.8475325,-1.1748439,-2.413834,1.8761817,0.45783764,3.7797852,5.5840855,6.9971437,6.4199133,4.8065357,1.4427559,0.55292726,0.8472248,2.5428226,1.710347,1.0753727,-0.95711774,1.006405,happy
-530.5419,34.004772,3.5500555,9.185852,4.4407277,8.999503,-3.9507961,-5.2554193,-7.5055513,8.199636,-1.7384976,-1.0004791,3.836135,0.6732731,-0.768489,0.92048144,0.02039341,-1.1782789,0.83333987,0.6230486,-3.937499,4.9324226,-0.5386873,1.3639952,2.2725995,2.790422,1.1546819,3.1324413,-1.00565,1.258496,0.1971553,3.4013546,3.600004,3.9378915,0.15017521,1.0676733,-0.39457718,1.5701501,1.104628,0.98840666,disgust
-471.6132,56.512657,-6.448634,8.021735,3.909885,0.78775084,-10.7165165,-10.060941,-12.068987,-11.433295,-2.5220733,-6.6461515,-5.86166,-1.6879749,-4.656145,1.270066,-3.5284724,-3.2565598,0.4876699,-1.6523758,-6.8523927,-1.8361391,-1.3214943,-4.003122,-4.2317224,1.5126368,-2.0021966,1.5298388,0.84298646,3.47774,3.9646592,3.7727623,3.8506646,6.743711,5.977206,7.3273406,6.8406243,4.18211,1.064656,2.567697,sad
-498.98886,66.9362,-0.67501545,5.629608,-5.4688005,-6.4138412,-13.545594,-1.0937096,-7.636962,-11.604571,-3.2730515,-4.9393687,-7.277763,-4.7836037,-5.30238,-7.97014,-4.3741236,-5.164126,-3.3872857,-4.798918,-5.5482926,-6.5552206,-5.261213,-4.9793797,-4.1394477,-2.8518841,-5.3890514,-1.4599351,-3.8098373,-0.59656435,-3.1056974,-2.396152,-5.2528872,0.15512578,-4.399463,-0.37608796,-4.6526847,-4.470238,-5.3367705,-0.75213593,disgust
-539.16754,53.853718,-13.574288,10.628253,7.74055,2.7703204,-1.2468541,-13.059281,-10.986108,6.833075,0.77933353,-5.329584,6.852956,-0.4217916,-0.9338876,5.572625,-0.6003528,-2.920196,-0.76173145,-0.15181811,-2.4780297,2.9102137,-3.524059,2.975477,1.110573,0.7113607,0.57966256,2.9020333,-2.831051,-0.4102524,-1.6849988,0.73886216,0.2549489,0.6552976,-1.9205188,0.050701387,1.751306,1.3951341,0.45099849,0.8290128,sad
-536.8378,62.423958,-10.484186,9.94076,1.1762114,-5.7606134,-8.437291,-7.849988,-6.6615925,-0.8201095,0.06757188,-8.02755,-4.887729,-7.173786,-5.670453,-4.091044,-4.8017693,-3.9517884,-3.711102,-4.6636453,-5.2611203,-6.3348064,-2.6274438,-3.2076647,-6.107894,-4.534257,-2.413359,-0.67108095,-4.6740584,0.90497714,-4.2699404,-1.2232604,-3.8198578,0.5057047,-2.2626565,1.3828429,-2.2586322,-0.9226568,-1.3777448,-0.3814706,disgust
-594.5893,67.6659,0.5864589,11.003987,11.4811735,4.8641343,8.608369,-4.438407,-5.4650455,4.6163144,2.4595273,0.683611,6.8485994,1.0413084,0.8169831,2.0818465,1.3172307,2.1085792,-0.85377616,1.1734878,-2.0571,2.3511162,-1.2997913,2.0487096,1.331354,3.1956365,-1.203145,3.0344298,-3.0873861,-0.8601147,-2.1190553,-0.86775804,-0.23124932,1.3519357,-0.7645875,0.3335778,0.8630652,1.5557021,-0.8699165,0.11250866,sad
-602.2244,52.795216,4.488655,15.993023,7.9604845,4.2464266,3.8747706,0.2871281,-2.4634445,4.8021703,-0.24239735,0.31987575,3.4918513,0.33135426,-0.042422764,2.0020747,0.5599828,-2.2111232,0.8564157,1.0646313,-2.4970357,0.94602776,-1.7827911,0.9981956,-0.46859697,1.7969848,-0.42429444,2.9162238,-2.0116758,0.03573792,-0.5205078,1.4721816,-0.24898164,1.2838398,-1.353246,-0.110682726,-0.16400698,-0.1879514,-0.42273474,0.0050531523,disgust
-658.1883,73.13754,1.8630131,9.963762,8.041508,-0.51804155,-9.756904,-4.770103,-1.4486389,-6.017495,-1.4269167,-3.7584546,-3.4489346,-1.2748587,-5.043757,-0.09782387,-3.773923,-1.0166454,-3.8947802,-4.204882,-2.8593457,-4.0892634,-2.8426344,-2.273675,-4.6560316,-0.6044152,-4.038085,0.19227986,-1.8267541,1.0350156,-3.7602484,-0.4842112,-2.2869587,-1.3910843,-0.96648943,-0.048442658,-1.8742412,-1.0440905,-0.8903315,0.27258906,sad
